gene_id_(GENCODE vM10)	gene_short_name	locus	DRG_normal_input1_TPM	DRG_normal_input2_TPM	DRG_normal_input3_TPM	DRG_normal_input4_TPM	DRG_normal_TRAP1 _TPM	DRG_normal_TRAP2_TPM	DRG_normal_TRAP3_TPM	DRG_normal_TRAP4_TPM	DRG_CIPN_input5_TPM	DRG_CIPN_input6_TPM	DRG_CIPN_input7_subsample1_TPM	DRG_CIPN_input7_subsample2_TPM	MERGED_DRG_CIPN_input7_TPM	DRG_CIPN_input8_TPM	DRG_CIPN_TRAP5_TPM	DRG_CIPN_TRAP6_TPM	DRG_CIPN_TRAP7_subsample1_TPM	DRG_CIPN_TRAP7_subsample2_TPM	MERGED_DRG_CIPN_TRAP7_TPM	DRG_CIPN_TRAP8_TPM
ENSMUSG00000079519.2	Gm14743	chrX:78240461-78245921	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000079521.2	Gm5938	chrX:78125466-78130403	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000079522.2	Gm14744	chrX:77864757-77870033	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000079523.8	Tmsb10	chr6:72957346-72958748	147.21	150.15	122.25	65.87	95.28	87.15	66.02	149.02	59.46	63.70	87.19	97.36	93.62	137.85	125.47	150.46	181.59	298.61	268.45	172.28
ENSMUSG00000079525.1	Cldn34d	chrX:76582609-76602924	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000079531.1	Gm5936	chrX:74837195-74843355	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000079532.1	Gm6890	chrX:74740926-74742188	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000079534.1	Gm5640	chrX:74639118-74645635	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000079536.1	Gm6880	chrX:74480286-74481399	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000079537.3	C030048H21Rik	chr2:26251756-26257554	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000079539.2	Obp2b	chr2:25737008-25740097	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000079546.1	Gm11146	chr16:77236316-77691403	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000079547.3	H2-DMb1	chr17:34153071-34160230	59.20	37.19	46.62	67.04	17.11	30.68	12.09	18.08	70.39	78.17	60.13	82.99	74.58	76.19	11.40	5.47	0.09	14.94	11.11	29.41
ENSMUSG00000079550.9	Mpp4	chr1:59100589-59237231	4.27	11.89	9.49	5.59	0.07	0.00	5.71	0.00	10.18	10.46	9.37	12.89	11.59	11.19	17.90	23.35	3.28	19.75	15.51	8.32
ENSMUSG00000079553.10	Kifc1	chr17:33875665-33890661	6.68	11.22	5.73	20.16	7.63	8.35	4.75	11.22	6.44	9.38	7.07	6.88	6.95	6.73	0.00	3.52	13.41	0.08	3.52	1.23
ENSMUSG00000079554.2	Aox2	chr1:58210396-58380259	1.39	0.24	0.00	0.23	0.05	0.00	2.12	0.00	0.51	0.32	0.00	0.63	0.40	0.31	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000079555.2	Haus3	chr5:34007178-34169527	12.59	7.37	8.98	17.82	0.20	0.41	1.96	9.88	11.95	9.85	10.13	14.22	12.72	12.08	3.80	38.33	0.00	9.05	6.71	10.78
ENSMUSG00000079557.10	March2	chr17:33646232-33718670	52.09	82.39	47.23	44.39	31.18	41.72	42.05	23.70	68.97	56.30	63.03	44.54	51.34	44.91	59.67	85.36	125.34	37.36	60.04	39.26
ENSMUSG00000079559.3	Gm684	chr9:51270257-51284210	2.09	0.47	0.00	0.70	0.00	0.04	0.00	0.00	1.02	2.18	0.00	1.72	1.09	3.52	0.00	0.00	0.00	0.00	0.00	1.23
ENSMUSG00000079560.13	Hoxa3	chr6:52162416-52221854	15.79	11.69	11.33	8.44	0.20	2.50	7.80	6.20	8.58	6.55	15.33	10.47	12.26	12.85	0.46	0.00	37.87	23.40	27.13	8.23
ENSMUSG00000079562.6	Maea	chr5:33335508-33373296	426.26	209.38	252.38	419.13	253.07	230.41	172.13	256.68	170.61	191.66	227.98	231.14	229.98	265.45	110.73	71.56	50.91	117.10	100.04	130.86
ENSMUSG00000079563.9	Pglyrp2	chr17:32413099-32424167	0.00	0.08	0.14	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000079564.2	Gm11149	chr9:49502135-49798925	0.49	0.16	0.62	0.70	0.00	0.00	0.00	0.84	0.41	1.21	0.00	0.47	0.30	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000079566.1	Spin2d	chrX:73107634-73292976	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000079577.1	Gm14692	chrX:67695697-67706350	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000079578.1	Gm1140	chrX:67682899-67693562	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000079579.3	Gm6760	chrX:64151404-64152198	0.00	0.08	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.15	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000079580.8	Tmem217	chr17:29526032-29549593	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000079583.9	Gm7073	chrX:60223289-60807993	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.10	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000079584.2	Gm364	chrX:57409153-57488767	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000079588.3	Tmem182	chr1:40805600-40856887	3.13	12.32	5.18	4.69	0.00	7.68	2.32	0.17	8.38	20.21	10.13	5.00	6.89	9.33	0.07	14.76	0.00	2.16	1.60	2.36
ENSMUSG00000079592.9	C1qtnf5	chr9:44066326-44121947	1.96	3.22	8.97	3.02	6.93	5.79	5.53	2.21	5.42	6.68	5.49	7.02	6.46	7.48	3.28	1.50	0.00	0.00	0.00	0.85
ENSMUSG00000079593.9	Gm14597	chrX:53577086-53608979	0.00	1.02	0.00	0.23	0.00	0.07	0.00	0.00	0.51	0.16	0.00	0.47	0.30	0.31	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000079594.2	BC117090	chr16:36321664-36334332	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000079595.1	Gm4758	chr16:36308044-36312653	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000079597.1	Gm5483	chr16:36184211-36188111	0.07	0.08	0.48	0.00	0.00	0.04	0.00	0.00	0.61	0.32	2.27	1.56	1.82	0.61	0.00	0.00	0.09	0.00	0.02	0.00
ENSMUSG00000079598.3	Clec2l	chr6:38663068-38680864	42.92	36.64	55.53	37.51	43.35	66.47	39.83	12.06	59.76	47.93	49.99	71.89	63.84	66.25	49.93	34.27	7.78	48.39	37.92	48.51
ENSMUSG00000079600.2	Gm17604	chrX:165003764-165004829	0.14	0.24	0.21	0.00	0.05	0.11	0.05	0.50	0.10	0.08	0.00	0.00	0.00	0.00	0.07	0.03	0.00	0.08	0.06	0.00
ENSMUSG00000079602.2	9230102O04Rik	chr2:9857077-9890034	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000079605.4	Zbtb9	chr17:26973166-27036378	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000079606.1	Gm595	chrX:48841465-48877713	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.20	0.08	0.00	0.16	0.10	0.46	0.00	0.00	0.00	0.00	0.00	0.76
ENSMUSG00000079608.10	Stard6	chr18:70453139-70501066	0.42	2.12	0.07	1.64	0.15	0.11	0.00	0.00	1.53	0.81	0.27	1.09	0.79	0.15	0.00	0.00	0.00	0.17	0.12	2.27
ENSMUSG00000079610.9	Ankrd39	chr1:36530187-36547445	29.43	31.62	35.53	33.93	66.10	5.78	21.75	26.96	36.23	34.71	33.86	38.77	36.97	44.51	35.45	25.07	0.00	24.24	17.99	45.29
ENSMUSG00000079614.3	Seh1l	chr18:67774875-67795461	65.74	52.01	49.59	42.66	19.26	50.96	13.95	12.73	58.84	56.42	40.80	33.91	36.44	35.19	36.10	52.30	29.06	28.63	28.74	24.02
ENSMUSG00000079619.2	Cypt15	chrX:39346266-39346963	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000079620.13	Muc4	chr16:32735885-32797435	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000079625.2	Tm4sf19	chr16:32400505-32408227	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000079626.2	Rhox7b	chrX:37886438-37897232	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000079627.2	Rhox2h	chrX:37668988-37673277	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000079628.3	Rhox4g	chrX:37646499-37651327	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000079629.5	Rhox2g	chrX:37639114-37643470	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000079630.2	Rhox4f	chrX:37602893-37607704	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000079633.3	Rhox4d	chrX:37514358-37519176	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000079635.2	Rhox4c	chrX:37480336-37485124	0.07	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000079636.11	Rhox3c	chrX:37453679-37473964	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000079637.10	Rhox2c	chrX:37453679-37473964	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000079638.8	Rhox2b	chrX:37412066-37416806	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000079639.4	Rhox4a	chrX:37265337-37270132	0.00	0.00	0.00	0.00	0.00	0.04	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000079641.3	Rpl39	chrX:37082519-37085402	50.37	287.20	75.29	40.32	35.87	33.48	51.40	49.90	145.68	94.17	104.79	180.50	152.67	154.68	205.33	145.41	241.50	374.97	340.57	206.51
ENSMUSG00000079642.2	Gm6268	chrX:36401279-36404655	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000079644.1	Gm1110	chr9:26879566-26923081	0.00	0.00	0.41	0.00	0.00	0.00	0.00	0.17	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000079652.8	Fam71f2	chr6:29279592-29290680	0.00	0.08	0.48	0.00	0.00	0.00	0.00	0.00	0.41	0.16	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000079654.3	Prrt4	chr6:29169231-29179584	0.90	0.16	1.38	0.23	0.00	0.00	0.00	0.00	1.02	1.13	0.00	0.94	0.59	0.46	0.00	0.00	0.00	6.89	5.11	0.00
ENSMUSG00000079655.9	Gm5168	chrX:26028213-26051041	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000079657.10	Rab26	chr17:24488782-24534210	0.00	0.16	0.83	0.23	0.00	0.04	0.00	0.00	0.72	0.48	0.00	0.16	0.10	0.61	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000079658.9	Tceb1	chr1:16641724-16657042	182.83	198.71	148.50	124.24	291.08	407.63	195.84	139.31	143.02	140.49	161.72	115.65	132.59	113.68	222.24	284.59	234.37	166.98	184.35	175.59
ENSMUSG00000079659.5	Tmem243	chr5:9100667-9161776	18.30	10.04	11.33	8.91	13.42	0.41	1.34	1.67	11.34	10.10	17.33	16.88	17.04	11.47	0.59	0.06	0.19	7.72	5.78	3.50
ENSMUSG00000079666.8	1700015F17Rik	chr5:5437826-5479143	0.00	0.00	0.48	0.00	3.99	0.04	0.00	0.00	0.10	0.57	1.87	0.16	0.79	0.61	13.50	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000079677.1	Fdx1l	chr9:21067519-21073514	7.30	17.49	10.29	7.97	15.12	28.59	13.54	2.85	16.24	10.02	9.87	13.44	12.13	13.92	39.05	8.96	18.94	27.55	25.33	16.74
ENSMUSG00000079679.3	Vwde	chr6:13156298-13224965	0.63	0.47	0.21	0.47	0.40	0.00	0.00	4.69	0.10	0.40	0.00	0.00	0.00	0.15	0.00	8.50	0.00	0.00	0.00	0.95
ENSMUSG00000079681.2	Zglp1	chr9:21062392-21067093	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000079685.9	Ulbp1	chr10:7444872-7473477	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.16	0.27	0.00	0.10	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000079694.2	Gm14862	chrX:9199901-9268085	0.00	0.16	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000079697.1	Gm5751	chrX:8874252-8880750	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000079698.5	Vmn2r93	chr17:18298280-18326441	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000079699.2	Gm6592	chrX:8843993-8849607	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000079700.7	Fpr3	chr17:17887823-17971677	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000079701.7	Ssxb3	chrX:8583403-8591816	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000079702.5	Ssxb6	chrX:8542607-8548255	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000079703.12	Ssxb8	chrX:8684886-8690844	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000079704.2	Gm14459	chrX:8514051-8524954	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000079705.4	Ssxb1	chrX:8413304-8422157	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000079707.9	Tcte3	chr17:14995782-15041559	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000079710.9	Gm3448	chr17:14964188-14978812	0.00	0.00	0.55	0.00	0.00	0.00	0.05	0.00	0.00	0.00	0.13	0.00	0.05	0.00	0.00	0.00	0.00	3.82	2.83	0.00
ENSMUSG00000079722.1	Ttll2	chr17:7350903-7352696	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.40	0.00	0.00	0.00	0.15	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000079737.3	3110001I22Rik	chr16:13671857-13703612	12.86	4.55	8.91	13.84	6.19	0.41	8.01	4.86	6.14	3.40	6.00	9.85	8.43	10.86	0.00	4.89	0.00	5.06	3.76	6.08
ENSMUSG00000079740.1	Gm11172	chr16:10812914-10812994	0.00	0.00	0.07	0.00	0.00	0.04	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000079741.4	Nlrp4g	chr9:124348830-124354028	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.31	0.24	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000079806.2	Gm21719	chrY:6680420-6682872	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000079842.1	Spag11a	chr8:19157885-19159578	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.49	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000079845.8	Xlr4a	chrX:73074344-73082478	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.16	0.10	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000079852.4	Klra4	chr6:130043730-130067271	0.00	0.16	0.00	0.00	0.00	0.00	0.00	0.00	0.10	0.00	0.00	0.47	0.30	0.15	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000079853.5	Klra1	chr6:130363916-130386874	0.00	0.00	0.00	0.00	0.00	0.00	0.00	4.19	0.00	0.32	0.00	0.47	0.30	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000079941.1	Gm11273	chr13:21501028-21501418	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.13	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000080115.3	Mettl21b	chr10:127031003-127046365	1.88	1.10	2.76	2.11	0.05	0.11	0.00	2.34	2.04	2.91	11.20	5.94	7.87	5.35	0.13	0.21	0.66	2.49	2.02	2.27
ENSMUSG00000080268.3	Brms1	chr19:5041403-5049917	7.10	8.47	3.87	7.50	16.46	7.05	8.42	9.71	3.06	5.66	2.93	3.59	3.35	5.66	1.31	0.98	0.00	4.90	3.63	4.82
ENSMUSG00000080316.10	Spaca6	chr17:17830718-17843009	15.51	7.69	15.20	17.11	0.25	2.72	2.84	1.84	20.23	19.80	25.46	11.56	16.68	15.45	2.82	10.27	0.00	0.08	0.06	5.39
ENSMUSG00000080717.9	B230307C23Rik	chr16:97994600-98010000	1.81	3.92	2.35	1.64	9.88	0.11	0.00	1.34	2.35	3.56	2.00	0.94	1.33	1.53	0.07	12.35	13.87	1.99	5.05	2.55
ENSMUSG00000080725.9	Gm6121	chrX:26912742-26935697	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000080907.1	4930455H04Rik	chr3:116918257-116984406	6.19	2.98	9.19	16.64	9.23	23.93	44.63	9.21	8.38	8.00	7.87	4.84	5.96	5.51	0.07	23.38	0.09	3.57	2.67	15.13
ENSMUSG00000080933.4	Rhox3g	chrX:37623317-37628612	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000080990.1	Olfr118	chr17:37672024-37672990	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.10	0.16	0.00	0.00	0.00	0.46	0.00	0.00	0.00	4.32	3.20	0.00
ENSMUSG00000081044.8	AU015836	chrX:93968658-93975470	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.31	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000081058.5	Hist2h3c2	chr3:96238107-96239127	13.57	14.59	11.19	10.31	13.92	6.60	9.35	9.71	20.23	17.86	11.73	19.07	16.37	17.29	17.49	24.52	34.41	23.99	26.67	21.18
ENSMUSG00000081218.1	Gm4297	chrX:24552249-24574895	0.49	0.08	0.07	0.00	0.00	0.00	0.00	0.00	0.00	0.16	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.28
ENSMUSG00000081225.3	Cyp2j12	chr4:96099317-96141152	9.11	17.26	10.57	7.74	0.20	0.71	13.90	9.71	8.58	8.33	7.73	8.44	8.18	9.49	25.22	14.09	0.00	22.82	16.94	23.17
ENSMUSG00000081362.3	Cyp2j7	chr4:96195196-96236659	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000081443.2	Gm3880	chrX:102686291-102686972	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000081512.1	Gm15821	chr17:34197720-34216321	0.14	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.12	0.00	0.53	0.00	0.20	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000081534.2	Slc48a1	chr15:97784354-97844502	50.02	138.23	119.08	74.78	35.12	71.09	121.45	57.77	167.85	136.93	155.85	220.51	196.74	216.03	305.25	161.25	353.34	359.03	357.56	371.97
ENSMUSG00000081607.2	Gm15294	chrX:141873408-141875235	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000081649.1	Olfr213	chr6:116540454-116541438	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.10	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000081650.1	Gm16181	chr17:35220174-35238767	0.00	3.29	0.55	0.70	0.10	0.00	0.00	0.67	1.33	0.57	1.60	3.13	2.56	2.14	0.00	0.03	0.09	0.83	0.64	1.51
ENSMUSG00000081683.5	Fzd10	chr5:128600843-128604093	0.49	0.31	0.35	0.23	0.00	0.04	0.00	0.17	1.23	2.43	1.47	2.81	2.32	0.61	0.00	0.00	0.00	0.00	0.00	0.76
ENSMUSG00000081724.3	Olfr129	chr17:38054598-38059784	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000081769.8	Gm12216	chr11:53783417-53859256	3.20	0.94	2.56	3.28	0.05	11.44	0.05	1.17	1.74	2.26	2.27	1.41	1.72	1.07	0.00	0.55	0.00	0.25	0.18	0.38
ENSMUSG00000081906.2	Rpl9-ps1	chr11:83645045-83645621	0.00	0.08	0.00	0.00	0.00	0.00	0.00	0.00	0.10	0.00	0.00	0.16	0.10	0.00	0.00	0.12	0.00	0.08	0.06	0.09
ENSMUSG00000081984.3	Dnajb3	chr1:88055387-88220002	5.08	4.71	5.04	4.45	2.29	1.68	4.34	3.35	5.01	5.17	5.73	10.63	8.83	5.35	2.69	2.54	0.00	0.08	0.06	4.07
ENSMUSG00000082101.3	Slfn14	chr11:83275109-83286726	0.90	0.86	0.07	1.17	0.00	0.00	0.00	0.00	1.84	1.46	3.73	1.88	2.56	2.14	0.00	0.00	0.09	0.00	0.02	0.47
ENSMUSG00000082211.3	Gm15299	chr8:21315545-21316481	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000082229.1	Nap1l2	chrX:103182970-103311782	22.89	36.95	35.43	19.46	74.13	34.18	54.35	42.86	45.05	47.13	43.60	53.76	50.02	31.06	18.61	15.83	110.91	32.04	52.36	22.50
