Gene type	Gene name	Gene description	NCBI gene (formerly Entrezgene) ID	Gene stable ID version
protein_coding	Olfml2a	olfactomedin-like 2A [Source:MGI Symbol;Acc:MGI:2444741]	241327	ENSMUSG00000046618.7
protein_coding	Zfp316	zinc finger protein 316 [Source:MGI Symbol;Acc:MGI:1860402]	54201	ENSMUSG00000046658.16
protein_coding	Rbm12b1	RNA binding motif protein 12 B1 [Source:MGI Symbol;Acc:MGI:1919647]	72397	ENSMUSG00000046667.14
protein_coding	Mtfr1l	mitochondrial fission regulator 1-like [Source:MGI Symbol;Acc:MGI:1924074]	76824	ENSMUSG00000046671.18
protein_coding	Tifa	TRAF-interacting protein with forkhead-associated domain [Source:MGI Symbol;Acc:MGI:2182965]	211550	ENSMUSG00000046688.14
protein_coding	Slitrk4	SLIT and NTRK-like family, member 4 [Source:MGI Symbol;Acc:MGI:2442509]	245446	ENSMUSG00000046699.14
protein_coding	Foxc2	forkhead box C2 [Source:MGI Symbol;Acc:MGI:1347481]	14234	ENSMUSG00000046714.7
protein_coding	Nxph3	neurexophilin 3 [Source:MGI Symbol;Acc:MGI:1336188]	104079	ENSMUSG00000046719.7
protein_coding	Cdc42se1	CDC42 small effector 1 [Source:MGI Symbol;Acc:MGI:1889510]	57912	ENSMUSG00000046722.14
protein_coding	Fat4	FAT atypical cadherin 4 [Source:MGI Symbol;Acc:MGI:3045256]	329628	ENSMUSG00000046743.6
protein_coding	Mrps7	mitchondrial ribosomal protein S7 [Source:MGI Symbol;Acc:MGI:1354367]	50529	ENSMUSG00000046756.10
protein_coding	Rhoj	ras homolog family member J [Source:MGI Symbol;Acc:MGI:1931551]	80837	ENSMUSG00000046768.13
protein_coding	Epm2aip1	EPM2A (laforin) interacting protein 1 [Source:MGI Symbol;Acc:MGI:1925031]	77781	ENSMUSG00000046785.8
protein_coding	Zfp787	zinc finger protein 787 [Source:MGI Symbol;Acc:MGI:1914359]	67109	ENSMUSG00000046792.8
protein_coding	Gpr61	G protein-coupled receptor 61 [Source:MGI Symbol;Acc:MGI:2441719]	229714	ENSMUSG00000046793.8
protein_coding	Ppp1r3b	protein phosphatase 1, regulatory subunit 3B [Source:MGI Symbol;Acc:MGI:2177268]	244416	ENSMUSG00000046794.9
protein_coding	Cldn12	claudin 12 [Source:MGI Symbol;Acc:MGI:1929288]	64945	ENSMUSG00000046798.14
protein_coding	Cyren	cell cycle regulator of NHEJ [Source:MGI Symbol;Acc:MGI:1925662]	78412	ENSMUSG00000046806.13
protein_coding	Ddit4l	DNA-damage-inducible transcript 4-like [Source:MGI Symbol;Acc:MGI:1920534]	73284	ENSMUSG00000046818.7
protein_coding	Brox	BRO1 domain and CAAX motif containing [Source:MGI Symbol;Acc:MGI:1918928]	71678	ENSMUSG00000046836.13
protein_coding	Vat1l	vesicle amine transport protein 1 like [Source:MGI Symbol;Acc:MGI:2142534]	270097	ENSMUSG00000046844.6
protein_coding	Hectd3	HECT domain E3 ubiquitin protein ligase 3 [Source:MGI Symbol;Acc:MGI:1923858]	76608	ENSMUSG00000046861.9
protein_coding	Pramef8	PRAME family member 8 [Source:MGI Symbol;Acc:MGI:2140473]	242736	ENSMUSG00000046862.14
protein_coding	Fbl	fibrillarin [Source:MGI Symbol;Acc:MGI:95486]	14113	ENSMUSG00000046865.7
protein_coding	Mbtps2	membrane-bound transcription factor peptidase, site 2 [Source:MGI Symbol;Acc:MGI:2444506]	270669	ENSMUSG00000046873.18
protein_coding	Adck2	aarF domain containing kinase 2 [Source:MGI Symbol;Acc:MGI:1889336]	57869	ENSMUSG00000046947.12
protein_coding	Tapt1	transmembrane anterior posterior transformation 1 [Source:MGI Symbol;Acc:MGI:2683537]	231225	ENSMUSG00000046985.11
protein_coding	Mars2	methionine-tRNA synthetase 2 (mitochondrial) [Source:MGI Symbol;Acc:MGI:2444136]	212679	ENSMUSG00000046994.9
protein_coding	1110032F04Rik	RIKEN cDNA 1110032F04 gene [Source:MGI Symbol;Acc:MGI:1915975]	68725	ENSMUSG00000046999.2
protein_coding	Fbxo41	F-box protein 41 [Source:MGI Symbol;Acc:MGI:1261912]	330369	ENSMUSG00000047013.15
protein_coding	Mipol1	mirror-image polydactyly 1 [Source:MGI Symbol;Acc:MGI:1920740]	73490	ENSMUSG00000047022.18
protein_coding	Spata2	spermatogenesis associated 2 [Source:MGI Symbol;Acc:MGI:2146885]	263876	ENSMUSG00000047030.15
protein_coding	Nipa1	non imprinted in Prader-Willi/Angelman syndrome 1 homolog (human) [Source:MGI Symbol;Acc:MGI:2442058]	233280	ENSMUSG00000047037.5
protein_coding	D030056L22Rik	RIKEN cDNA D030056L22 gene [Source:MGI Symbol;Acc:MGI:3583960]	225995	ENSMUSG00000047044.7
protein_coding	Tmem164	transmembrane protein 164 [Source:MGI Symbol;Acc:MGI:2148020]	209497	ENSMUSG00000047045.17
protein_coding	Dusp28	dual specificity phosphatase 28 [Source:MGI Symbol;Acc:MGI:1914696]	67446	ENSMUSG00000047067.7
protein_coding	Ngrn	neugrin, neurite outgrowth associated [Source:MGI Symbol;Acc:MGI:1933212]	83485	ENSMUSG00000047084.8
protein_coding	Tmem198b	transmembrane protein 198b [Source:MGI Symbol;Acc:MGI:1921077]	73827	ENSMUSG00000047090.13
protein_coding	Ticam1	toll-like receptor adaptor molecule 1 [Source:MGI Symbol;Acc:MGI:2147032]	106759	ENSMUSG00000047123.8
protein_coding	Cltc	clathrin, heavy polypeptide (Hc) [Source:MGI Symbol;Acc:MGI:2388633]	67300	ENSMUSG00000047126.17
protein_coding	Cyp4x1	cytochrome P450, family 4, subfamily x, polypeptide 1 [Source:MGI Symbol;Acc:MGI:1932403]	81906	ENSMUSG00000047155.13
protein_coding	Samd14	sterile alpha motif domain containing 14 [Source:MGI Symbol;Acc:MGI:2384945]	217125	ENSMUSG00000047181.12
protein_coding	Rab2a	RAB2A, member RAS oncogene family [Source:MGI Symbol;Acc:MGI:1928750]	59021	ENSMUSG00000047187.9
protein_coding	Dusp18	dual specificity phosphatase 18 [Source:MGI Symbol;Acc:MGI:1922469]	75219	ENSMUSG00000047205.12
protein_coding	Ythdf3	YTH N6-methyladenosine RNA binding protein 3 [Source:MGI Symbol;Acc:MGI:1918850]	229096	ENSMUSG00000047213.14
protein_coding	Rpl9	ribosomal protein L9 [Source:MGI Symbol;Acc:MGI:1298373]	20005	ENSMUSG00000047215.14
protein_coding	Cdh19	cadherin 19, type 2 [Source:MGI Symbol;Acc:MGI:3588198]	227485	ENSMUSG00000047216.8
protein_coding	Ccdc36	coiled-coil domain containing 36 [Source:MGI Symbol;Acc:MGI:3612242]	434438	ENSMUSG00000047220.5
protein_coding	Fam185a	family with sequence similarity 185, member A [Source:MGI Symbol;Acc:MGI:2140983]	330050	ENSMUSG00000047221.5
protein_coding	A2ml1	alpha-2-macroglobulin like 1 [Source:MGI Symbol;Acc:MGI:3039594]	232400	ENSMUSG00000047228.9
protein_coding	Mageh1	melanoma antigen, family H, 1 [Source:MGI Symbol;Acc:MGI:1922875]	75625	ENSMUSG00000047238.4
protein_coding	Taf9b	TATA-box binding protein associated factor 9B [Source:MGI Symbol;Acc:MGI:3039562]	407786	ENSMUSG00000047242.14
protein_coding	C2cd3	C2 calcium-dependent domain containing 3 [Source:MGI Symbol;Acc:MGI:2142166]	277939	ENSMUSG00000047248.20
protein_coding	Emc6	ER membrane protein complex subunit 6 [Source:MGI Symbol;Acc:MGI:1913298]	66048	ENSMUSG00000047260.4
protein_coding	Gap43	growth associated protein 43 [Source:MGI Symbol;Acc:MGI:95639]	14432	ENSMUSG00000047261.9
protein_coding	Zfp358	zinc finger protein 358 [Source:MGI Symbol;Acc:MGI:2153740]	140482	ENSMUSG00000047264.8
protein_coding	Sfn	stratifin [Source:MGI Symbol;Acc:MGI:1891831]	55948	ENSMUSG00000047281.3
protein_coding	Neurl4	neuralized E3 ubiquitin protein ligase 4 [Source:MGI Symbol;Acc:MGI:1921092]	216860	ENSMUSG00000047284.14
protein_coding	Kcne4	potassium voltage-gated channel, Isk-related subfamily, gene 4 [Source:MGI Symbol;Acc:MGI:1891125]	57814	ENSMUSG00000047330.8
protein_coding	Zfp768	zinc finger protein 768 [Source:MGI Symbol;Acc:MGI:2384582]	233890	ENSMUSG00000047371.7
protein_coding	Atmin	ATM interactor [Source:MGI Symbol;Acc:MGI:2682328]	234776	ENSMUSG00000047388.10
protein_coding	Ctdspl	CTD (carboxy-terminal domain, RNA polymerase II, polypeptide A) small phosphatase-like [Source:MGI Symbol;Acc:MGI:1916524]	69274	ENSMUSG00000047409.13
protein_coding	Flrt2	fibronectin leucine rich transmembrane protein 2 [Source:MGI Symbol;Acc:MGI:3603594]	399558	ENSMUSG00000047414.6
protein_coding	Cmya5	cardiomyopathy associated 5 [Source:MGI Symbol;Acc:MGI:1923719]	76469	ENSMUSG00000047419.5
protein_coding	Arl4a	ADP-ribosylation factor-like 4A [Source:MGI Symbol;Acc:MGI:99437]	11861	ENSMUSG00000047446.18
protein_coding	Dynlrb1	dynein light chain roadblock-type 1 [Source:MGI Symbol;Acc:MGI:1914318]	67068	ENSMUSG00000047459.14
protein_coding	Zfp30	zinc finger protein 30 [Source:MGI Symbol;Acc:MGI:99178]	22693	ENSMUSG00000047473.14
protein_coding	Rnf152	ring finger protein 152 [Source:MGI Symbol;Acc:MGI:2443787]	320311	ENSMUSG00000047496.6
protein_coding	Baiap3	BAI1-associated protein 3 [Source:MGI Symbol;Acc:MGI:2685783]	545192	ENSMUSG00000047507.12
protein_coding	Tspyl1	testis-specific protein, Y-encoded-like 1 [Source:MGI Symbol;Acc:MGI:1298395]	22110	ENSMUSG00000047514.6
protein_coding	BC049715	cDNA sequence BC049715 [Source:MGI Symbol;Acc:MGI:3605234]	320135	ENSMUSG00000047515.8
protein_coding	Flacc1	flagellum associated containing coiled-coil domains 1 [Source:MGI Symbol;Acc:MGI:1918359]	108812	ENSMUSG00000047528.13
protein_coding	Fbxo28	F-box protein 28 [Source:MGI Symbol;Acc:MGI:1261890]	67948	ENSMUSG00000047539.9
protein_coding	Cltb	clathrin, light polypeptide (Lcb) [Source:MGI Symbol;Acc:MGI:1921575]	74325	ENSMUSG00000047547.14
protein_coding	Tmem41b	transmembrane protein 41B [Source:MGI Symbol;Acc:MGI:1289225]	233724	ENSMUSG00000047554.14
protein_coding	Lxn	latexin [Source:MGI Symbol;Acc:MGI:107633]	17035	ENSMUSG00000047557.2
protein_coding	Tyw3	tRNA-yW synthesizing protein 3 homolog (S. cerevisiae) [Source:MGI Symbol;Acc:MGI:2445040]	209584	ENSMUSG00000047583.9
protein_coding	Zfp235	zinc finger protein 235 [Source:MGI Symbol;Acc:MGI:1929117]	56525	ENSMUSG00000047603.9
protein_coding	Frat2	frequently rearranged in advanced T cell lymphomas 2 [Source:MGI Symbol;Acc:MGI:2673967]	212398	ENSMUSG00000047604.3
protein_coding	A430005L14Rik	RIKEN cDNA A430005L14 gene [Source:MGI Symbol;Acc:MGI:2140680]	97159	ENSMUSG00000047613.10
protein_coding	Paxx	non-homologous end joining factor [Source:MGI Symbol;Acc:MGI:2442831]	227622	ENSMUSG00000047617.11
protein_coding	2810006K23Rik	RIKEN cDNA 2810006K23 gene [Source:MGI Symbol;Acc:MGI:1919900]	72650	ENSMUSG00000047635.6
protein_coding	Fbxo30	F-box protein 30 [Source:MGI Symbol;Acc:MGI:1919115]	71865	ENSMUSG00000047648.13
protein_coding	Cd3eap	CD3E antigen, epsilon polypeptide associated protein [Source:MGI Symbol;Acc:MGI:1917583]	70333	ENSMUSG00000047649.9
protein_coding	Gal3st3	galactose-3-O-sulfotransferase 3 [Source:MGI Symbol;Acc:MGI:3617843]	545276	ENSMUSG00000047658.6
protein_coding	Rps8	ribosomal protein S8 [Source:MGI Symbol;Acc:MGI:98166]	20116	ENSMUSG00000047675.15
protein_coding	Rps8	ribosomal protein S8 [Source:MGI Symbol;Acc:MGI:98166]	100040298	ENSMUSG00000047675.15
protein_coding	Yipf6	Yip1 domain family, member 6 [Source:MGI Symbol;Acc:MGI:1925179]	77929	ENSMUSG00000047694.12
protein_coding	Champ1	chromosome alignment maintaining phosphoprotein 1 [Source:MGI Symbol;Acc:MGI:1196398]	101994	ENSMUSG00000047710.8
protein_coding	Ppp1r2	protein phosphatase 1, regulatory inhibitor subunit 2 [Source:MGI Symbol;Acc:MGI:1914099]	66849	ENSMUSG00000047714.14
protein_coding	Bola2	bolA-like 2 (E. coli) [Source:MGI Symbol;Acc:MGI:1913412]	66162	ENSMUSG00000047721.8
protein_coding	Wbp1l	WW domain binding protein 1 like [Source:MGI Symbol;Acc:MGI:107577]	226178	ENSMUSG00000047731.17
protein_coding	Rnf150	ring finger protein 150 [Source:MGI Symbol;Acc:MGI:2443860]	330812	ENSMUSG00000047747.10
protein_coding	Lrrc49	leucine rich repeat containing 49 [Source:MGI Symbol;Acc:MGI:2442689]	102747	ENSMUSG00000047766.15
protein_coding	Atg16l2	autophagy related 16-like 2 (S. cerevisiae) [Source:MGI Symbol;Acc:MGI:1920933]	73683	ENSMUSG00000047767.17
protein_coding	Phf13	PHD finger protein 13 [Source:MGI Symbol;Acc:MGI:2446217]	230936	ENSMUSG00000047777.9
protein_coding	Lix1	limb and CNS expressed 1 [Source:MGI Symbol;Acc:MGI:1913893]	66643	ENSMUSG00000047786.12
protein_coding	Gjb1	gap junction protein, beta 1 [Source:MGI Symbol;Acc:MGI:95719]	14618	ENSMUSG00000047797.14
protein_coding	Cd300lf	CD300 molecule like family member F [Source:MGI Symbol;Acc:MGI:2442359]	246746	ENSMUSG00000047798.15
protein_coding	Akap10	A kinase (PRKA) anchor protein 10 [Source:MGI Symbol;Acc:MGI:1890218]	56697	ENSMUSG00000047804.15
protein_coding	Pygo2	pygopus 2 [Source:MGI Symbol;Acc:MGI:1916161]	68911	ENSMUSG00000047824.13
protein_coding	Bri3	brain protein I3 [Source:MGI Symbol;Acc:MGI:1933174]	55950	ENSMUSG00000047843.16
protein_coding	Bex4	brain expressed X-linked 4 [Source:MGI Symbol;Acc:MGI:3606746]	406217	ENSMUSG00000047844.3
protein_coding	Bex4	brain expressed X-linked 4 [Source:MGI Symbol;Acc:MGI:3606746]	115487124	ENSMUSG00000047844.3
protein_coding	Lonp2	lon peptidase 2, peroxisomal [Source:MGI Symbol;Acc:MGI:1914137]	66887	ENSMUSG00000047866.18
protein_coding	Gimap6	GTPase, IMAP family member 6 [Source:MGI Symbol;Acc:MGI:1918876]	231931	ENSMUSG00000047867.11
protein_coding	Gpr157	G protein-coupled receptor 157 [Source:MGI Symbol;Acc:MGI:2442046]	269604	ENSMUSG00000047875.6
protein_coding	Rell1	RELT-like 1 [Source:MGI Symbol;Acc:MGI:2140767]	100532	ENSMUSG00000047881.14
protein_coding	Sstr2	somatostatin receptor 2 [Source:MGI Symbol;Acc:MGI:98328]	20606	ENSMUSG00000047904.6
protein_coding	Tshz2	teashirt zinc finger family member 2 [Source:MGI Symbol;Acc:MGI:2153084]	228911	ENSMUSG00000047907.11
protein_coding	Ankrd16	ankyrin repeat domain 16 [Source:MGI Symbol;Acc:MGI:2444796]	320816	ENSMUSG00000047909.11
protein_coding	Marcksl1	MARCKS-like 1 [Source:MGI Symbol;Acc:MGI:97143]	17357	ENSMUSG00000047945.6
protein_coding	Stbd1	starch binding domain 1 [Source:MGI Symbol;Acc:MGI:1261768]	52331	ENSMUSG00000047963.7
protein_coding	Kcna1	potassium voltage-gated channel, shaker-related subfamily, member 1 [Source:MGI Symbol;Acc:MGI:96654]	16485	ENSMUSG00000047976.4
protein_coding	Synb	syncytin b [Source:MGI Symbol;Acc:MGI:3045308]	239167	ENSMUSG00000047977.3
protein_coding	Palm3	paralemmin 3 [Source:MGI Symbol;Acc:MGI:1921587]	74337	ENSMUSG00000047986.12
protein_coding	Ino80c	INO80 complex subunit C [Source:MGI Symbol;Acc:MGI:2443014]	225280	ENSMUSG00000047989.11
protein_coding	Prrg1	proline rich Gla (G-carboxyglutamic acid) 1 [Source:MGI Symbol;Acc:MGI:1917364]	546336	ENSMUSG00000047996.16
protein_coding	Gigyf2	GRB10 interacting GYF protein 2 [Source:MGI Symbol;Acc:MGI:2138584]	227331	ENSMUSG00000048000.15
protein_coding	Hes5	hes family bHLH transcription factor 5 [Source:MGI Symbol;Acc:MGI:104876]	15208	ENSMUSG00000048001.7
protein_coding	Tmem229a	transmembrane protein 229A [Source:MGI Symbol;Acc:MGI:2442812]	319832	ENSMUSG00000048022.11
protein_coding	Isg20l2	interferon stimulated exonuclease gene 20-like 2 [Source:MGI Symbol;Acc:MGI:2140076]	229504	ENSMUSG00000048039.8
protein_coding	Arxes2	adipocyte-related X-chromosome expressed sequence 2 [Source:MGI Symbol;Acc:MGI:1924226]	76976	ENSMUSG00000048040.8
protein_coding	Ldlrad3	low density lipoprotein receptor class A domain containing 3 [Source:MGI Symbol;Acc:MGI:2138856]	241576	ENSMUSG00000048058.17
protein_coding	Pirt	phosphoinositide-interacting regulator of transient receptor potential channels [Source:MGI Symbol;Acc:MGI:2443635]	193003	ENSMUSG00000048070.4
protein_coding	Arf1	ADP-ribosylation factor 1 [Source:MGI Symbol;Acc:MGI:99431]	11840	ENSMUSG00000048076.14
protein_coding	Tenm4	teneurin transmembrane protein 4 [Source:MGI Symbol;Acc:MGI:2447063]	23966	ENSMUSG00000048078.16
protein_coding	Lmod1	leiomodin 1 (smooth muscle) [Source:MGI Symbol;Acc:MGI:2135671]	93689	ENSMUSG00000048096.7
protein_coding	Taf13	TATA-box binding protein associated factor 13 [Source:MGI Symbol;Acc:MGI:1913500]	99730	ENSMUSG00000048100.13
protein_coding	Tmem72	transmembrane protein 72 [Source:MGI Symbol;Acc:MGI:2442707]	319776	ENSMUSG00000048108.13
protein_coding	Rbm15	RNA binding motif protein 15 [Source:MGI Symbol;Acc:MGI:2443205]	229700	ENSMUSG00000048109.10
protein_coding	Arid4a	AT rich interactive domain 4A (RBP1-like) [Source:MGI Symbol;Acc:MGI:2444354]	238247	ENSMUSG00000048118.17
protein_coding	Col6a3	collagen, type VI, alpha 3 [Source:MGI Symbol;Acc:MGI:88461]	12835	ENSMUSG00000048126.16
protein_coding	Nat8l	N-acetyltransferase 8-like [Source:MGI Symbol;Acc:MGI:2447776]	269642	ENSMUSG00000048142.9
protein_coding	Selplg	selectin, platelet (p-selectin) ligand [Source:MGI Symbol;Acc:MGI:106689]	20345	ENSMUSG00000048163.13
protein_coding	Mcmbp	minichromosome maintenance complex binding protein [Source:MGI Symbol;Acc:MGI:1920977]	210711	ENSMUSG00000048170.14
protein_coding	Asb8	ankyrin repeat and SOCS box-containing 8 [Source:MGI Symbol;Acc:MGI:1925791]	78541	ENSMUSG00000048175.13
protein_coding	Cracr2b	calcium release activated channel regulator 2B [Source:MGI Symbol;Acc:MGI:2446129]	213573	ENSMUSG00000048200.12
protein_coding	Gpr85	G protein-coupled receptor 85 [Source:MGI Symbol;Acc:MGI:1927851]	64450	ENSMUSG00000048216.13
protein_coding	Mfap1b	microfibrillar-associated protein 1B [Source:MGI Symbol;Acc:MGI:3694697]	100034361	ENSMUSG00000048222.3
protein_coding	Fbxo10	F-box protein 10 [Source:MGI Symbol;Acc:MGI:2686937]	269529	ENSMUSG00000048232.12
protein_coding	Rnf149	ring finger protein 149 [Source:MGI Symbol;Acc:MGI:2677438]	67702	ENSMUSG00000048234.13
protein_coding	Crebrf	CREB3 regulatory factor [Source:MGI Symbol;Acc:MGI:1924378]	77128	ENSMUSG00000048249.14
protein_coding	Bcl11b	B cell leukemia/lymphoma 11B [Source:MGI Symbol;Acc:MGI:1929913]	58208	ENSMUSG00000048251.15
protein_coding	Rbm33	RNA binding motif protein 33 [Source:MGI Symbol;Acc:MGI:1919670]	381626	ENSMUSG00000048271.14
protein_coding	Syngr2	synaptogyrin 2 [Source:MGI Symbol;Acc:MGI:1328324]	20973	ENSMUSG00000048277.15
protein_coding	Slitrk3	SLIT and NTRK-like family, member 3 [Source:MGI Symbol;Acc:MGI:2679447]	386750	ENSMUSG00000048304.8
protein_coding	Pskh1	protein serine kinase H1 [Source:MGI Symbol;Acc:MGI:3528383]	244631	ENSMUSG00000048310.8
protein_coding	Ric3	RIC3 acetylcholine receptor chaperone [Source:MGI Symbol;Acc:MGI:2443887]	320360	ENSMUSG00000048330.14
protein_coding	Lhfp	lipoma HMGIC fusion partner [Source:MGI Symbol;Acc:MGI:1920048]	108927	ENSMUSG00000048332.13
protein_coding	Pou4f1	POU domain, class 4, transcription factor 1 [Source:MGI Symbol;Acc:MGI:102525]	18996	ENSMUSG00000048349.9
protein_coding	Coa7	cytochrome c oxidase assembly factor 7 [Source:MGI Symbol;Acc:MGI:1917143]	69893	ENSMUSG00000048351.14
protein_coding	Arxes1	adipocyte-related X-chromosome expressed sequence 1 [Source:MGI Symbol;Acc:MGI:1923469]	76219	ENSMUSG00000048355.2
protein_coding	Fam171b	family with sequence similarity 171, member B [Source:MGI Symbol;Acc:MGI:2444579]	241520	ENSMUSG00000048388.3
protein_coding	Mlf1	myeloid leukemia factor 1 [Source:MGI Symbol;Acc:MGI:1341819]	17349	ENSMUSG00000048416.15
protein_coding	Timm29	translocase of inner mitochondrial membrane 29 [Source:MGI Symbol;Acc:MGI:1917023]	69773	ENSMUSG00000048429.10
protein_coding	Smim5	small integral membrane protein 5 [Source:MGI Symbol;Acc:MGI:1913778]	66528	ENSMUSG00000048442.15
protein_coding	Inka2	inka box actin regulator 2 [Source:MGI Symbol;Acc:MGI:1923497]	109050	ENSMUSG00000048458.8
protein_coding	Mypop	Myb-related transcription factor, partner of profilin [Source:MGI Symbol;Acc:MGI:2446472]	232934	ENSMUSG00000048481.15
protein_coding	Bdnf	brain derived neurotrophic factor [Source:MGI Symbol;Acc:MGI:88145]	12064	ENSMUSG00000048482.14
protein_coding	Fitm2	fat storage-inducing transmembrane protein 2 [Source:MGI Symbol;Acc:MGI:2444508]	228859	ENSMUSG00000048486.6
protein_coding	Tyw5	tRNA-yW synthesizing protein 5 [Source:MGI Symbol;Acc:MGI:1915986]	68736	ENSMUSG00000048495.16
protein_coding	Mmgt2	membrane magnesium transporter 2 [Source:MGI Symbol;Acc:MGI:2448491]	216829	ENSMUSG00000048497.11
protein_coding	Thnsl1	threonine synthase-like 1 (bacterial) [Source:MGI Symbol;Acc:MGI:2139347]	208967	ENSMUSG00000048550.17
protein_coding	Mlec	malectin [Source:MGI Symbol;Acc:MGI:1924015]	109154	ENSMUSG00000048578.11
protein_coding	E130311K13Rik	RIKEN cDNA E130311K13 gene [Source:MGI Symbol;Acc:MGI:3607716]	329659	ENSMUSG00000048581.12
protein_coding	Igf2	insulin-like growth factor 2 [Source:MGI Symbol;Acc:MGI:96434]	16002	ENSMUSG00000048583.16
protein_coding	Nog	noggin [Source:MGI Symbol;Acc:MGI:104327]	18121	ENSMUSG00000048616.4
protein_coding	Ctxn1	cortexin 1 [Source:MGI Symbol;Acc:MGI:88566]	330695	ENSMUSG00000048644.8
protein_coding	Exd1	exonuclease 3'-5' domain containing 1 [Source:MGI Symbol;Acc:MGI:3045306]	241624	ENSMUSG00000048647.9
protein_coding	Lemd3	LEM domain containing 3 [Source:MGI Symbol;Acc:MGI:3580376]	380664	ENSMUSG00000048661.14
protein_coding	Tpcn2	two pore segment channel 2 [Source:MGI Symbol;Acc:MGI:2385297]	233979	ENSMUSG00000048677.9
protein_coding	Ccdc6	coiled-coil domain containing 6 [Source:MGI Symbol;Acc:MGI:1923801]	76551	ENSMUSG00000048701.13
protein_coding	Lurap1l	leucine rich adaptor protein 1-like [Source:MGI Symbol;Acc:MGI:106510]	52829	ENSMUSG00000048706.3
protein_coding	Tprn	taperin [Source:MGI Symbol;Acc:MGI:2139535]	97031	ENSMUSG00000048707.9
protein_coding	Klhl11	kelch-like 11 [Source:MGI Symbol;Acc:MGI:2388648]	217194	ENSMUSG00000048732.5
